"block","streetName","streetType","streetDirection","overall","crack","patch","length","width","dateRated","dateLastOverlay","flushOil","class","pavement","streetID"
"1000","HIAWATHA","BLVD","E","7","3","4","686",NA,"11/99","","F","MA",NA,12575597
"1000","HIAWATHA","BLVD","E","7","3","4","686",NA,"11/99","","F","MA",NA,13020438
"1000","HIGHLAND","ST","","7","3","4","740",NA,"12/00","","F","Local",6,12580239
"1000","JAMES","ST","","5","3","2","982",NA,"12/00","","F","PA",6,12580320
"1000","JAMESVILLE","AVE","","6","3","3","540",NA,"12/99","1992","","CO",NA,13012788
"1000","JAMESVILLE","AVE","","6","3","3","540",NA,"12/99","1992","","CO",NA,13017201
"1000","LANCASTER","AVE","","8","4","4","680",30,"12/99","","F","Local",6,12577547
"1000","LEMOYNE","AVE","","4","2","3","468",36,"12/99","","F","Local",6,12575532
"1000","LODI","ST","","8","4","4","474",40,"12/99","1993","F","MA",6,12580069
"1000","MADISON","ST","","6","4","3","417",30,"1/01","1987","F","Local",6,12578142
"1000","MCBRIDE","ST","N","10","5","5","768",NA,"11/00","2000","F","Local",6,12580013
"1000","MCBRIDE","ST","S","7","3","5","885",30,"1/01","1998","F","Local",NA,12577413
"1000","MEADOWBROOK","DR","","10","5","5","676",40,"12/99","1999","F","MA",6,12578499
"1000","MEADOWBROOK","DR","","10","5","5","676",40,"12/99","1999","F","MA",6,12578536
"1000","MEADOWBROOK","DR","","10","5","5","676",40,"12/99","1999","F","MA",6,13001942
"1000","MERTENS","AVE","","8","4","4","333",25,"12/00","","O","Local",3,12580524
"1000","MIDLAND","AVE","","8","5","4","407",NA,"1/01","1996","F","MA",NA,12573203
"1000","MILTON","AVE","","5","2","3","",35,"1/01","","F","CO",6,12574859
"1000","MONTGOMERY","ST","","2","3","1","1008",30,"1/01","","F","Local",6,12577347
"1000","NORTHCLIFFE","RD","","8","4","5","",NA,"12/00","1993","O","Local",3,12581222
"1000","OAK","ST","","5","3","2","475",35,"12/00","","F","CO",6,12580247
"1000","ONONDAGA","ST","W","5","3","3","",34,"12/99","","F","MA",NA,13013131
"1000","ONONDAGA","ST","W","5","3","3","",34,"12/99","","F","MA",NA,12573242
"1000","PARK","ST","","6","3","3","",34,"1/00","","F","CO",6,12580051
"1000","POND","ST","","8","4","5","623",27,"12/00","1998","OF","CO",6,13028375
"1000","POND","ST","","8","4","5","623",27,"12/00","1998","OF","CO",6,12580223
"1000","RUGBY","RD","","3","1","3","330",24,"3/00","","O","Local",3,12580441
"1000","SALINA","ST","N","6","3","3","",70,"12/99","","F","MA",6,12575160
"1000","SALINA","ST","S","8","4","4","",56,"12/99","1997","F","Local",6,12577367
"1000","SALINA","ST","S","8","4","4","",56,"12/99","1997","F","Local",6,13002500
"1000","SALT SPRINGS","RD","","10","5","5","",36,"12/99","1999","O","MA",3,13028245
"1000","SALT SPRINGS","RD","","10","5","5","",36,"12/99","1999","O","MA",3,12578893
"1000","SALT SPRINGS","RD","","10","5","5","",36,"12/99","1999","O","MA",3,13017651
"1000","SOUTH","AVE","","6","3","3","",34,"12/99","1991","F","MA",6,12573181
"1000","SOUTH","AVE","","6","3","3","",34,"12/99","1991","F","MA",6,13020281
"1000","SOUTH","AVE","","6","3","3","",34,"12/99","1991","F","MA",6,12573186
"1000","SPRING","ST","","10","5","5","495",27,"11/00","2000","F","Local",6,12575319
"1000","STATE","ST","N","6","3","3","",NA,"3/00","1993","F","MA",NA,12575120
"1000","STATE","ST","S","5","4","2","",45,"1/01","","F","PA",NA,12577399
"1000","STOLP","AVE","","6","3","3","243",35,"12/99","","F","Local",6,13009832
"1000","SUNNYCREST","RD","","5","2","4","",24,"12/00","","","Local",6,12581142
"1000","SUNNYCREST","RD","","5","2","4","",24,"12/00","","","Local",6,12581143
"1000","TALLMAN","ST","","7","4","3","",30,"3/00","1991","F","CO",NA,12573266
"1000","TALLMAN","ST","","7","4","3","",30,"3/00","1991","F","CO",NA,12573267
"1000","TEALL","AVE","","8","4","4","",30,"12/99","1994","F","PA",6,12580398
"1000","TEALL","AVE","","8","4","4","",30,"12/99","1994","F","PA",6,12580400
"1000","TOWNSEND","ST","N","10","5","5","506",30,"12/99","1999","F","Local",6,12575173
"1000","TOWNSEND","ST","S","4","3","2","",34,"1/01","","F","Local",6,12577410
"1000","TURTLE","ST","","8","4","4","",27,"11/99","1998","O","Local",3,13001391
"1000","TURTLE","ST","","8","4","4","",27,"11/99","1998","O","Local",3,12575526
"1000","TYSON","PL","","6","3","4","",24,"12/00","","O","Local",3,12581257
"1000","VALLEY","DR","","7","3","4","295",30,"12/99","1988","F","MA",3,12571779
"1000","VELASKO","RD","","8","4","4","",26,"12/99","1994","F","MA",NA,12572312
"1000","WADSWORTH","ST","","4","2","4","625",27,"12/99","1983","F","CO",6,12580616
"1000","WADSWORTH","ST","","4","2","4","625",27,"12/99","1983","F","CO",6,12580663
"1000","WATER","ST","E","5","3","3","",NA,"12/00","","F","Local",NA,12578227
"1000","WESTCOTT","ST","","7","3","4","",30,"1/01","","F","CO",6,12578392
"1000","WESTMORELAND","AVE","","5","2","3","",27.5,"12/99","","F","Local",6,12578491
"1000","WILLIS","AVE","","4","2","3","605",36,"1/01","","F","Local",6,12572803
"1000","WOLF","ST","","7","4","4","513",42,"11/99","1989","F","MA",6,12575539
"1100","ADAMS","ST","E","7","3","5","616",30,"2/00","1998","F","MA",6,12578106
"1100","ADAMS","ST","E","7","3","5","616",30,"2/00","1998","F","MA",6,12578102
"1100","ALMOND","ST","","3","2","1","381",40,"3/00","","F","Local",4,13007065
"1100","BALLANTYNE","RD","","8","4","5","350",30,"12/99","1991","O","Local",3,12571939
"1100","BELDEN","AVE","W","9","5","5","765",34,"2/00","1997","F","Local",6,12573560
"1100","BELLEVUE","AVE","","10","5","5","705",30,"11/99","","F","CO",6,12573047
"1100","BELLEVUE","AVE","","10","5","5","705",30,"11/99","","F","CO",6,12572975
"1100","BELLEVUE","AVE","","10","5","5","705",30,"11/99","","F","CO",6,12573062
"1100","BROAD","ST","","6","3","4","320",36,"12/99","1988","F","CO",6,12578408
"1100","BURNET","AVE","","6","3","3","396",34,"12/99","1991","F","MA",6,12578334
"1100","BUTTERNUT","ST","","4","2","2","790",NA,"12/00","","F","MA",6,12580231
"1100","CALEB","AVE","","7","3","5","363",27,"12/00","","O","Local",3,12581128
"1100","CANNON","ST","","4","2","2","552",24,"12/99","","F","Local",6,12576738
"1100","CANNON","ST","","4","2","2","552",24,"12/99","","F","Local",6,12576739
"1100","CARBON","ST","","6","3","3","480",27,"12/99","","F","Local",NA,12575260
"1100","CARBON","ST","","6","3","3","480",27,"12/99","","F","Local",NA,12575259
"1100","COLVIN","ST","E","6","3","3","597",36,"1/01","","F","MA",NA,13002072
"1100","COLVIN","ST","W","6","3","3","327",NA,"12/99","","F","MA",NA,12572125
"1100","COMSTOCK","AVE","","8","4","5","810",36,"1/01","1998","F","CO",6,12576982
"1100","COURT","ST","","5","2","3","500",35,"8/99","1993","F","MA",6,12580559
"1100","CUMBERLAND","AVE","","8","4","4","500",26,"12/99","","","Local",3,12578372
"1100","ERIE","BLVD","E","6","3","3","627",56,"1/01","","F","PA",6,12578236
"1100","EUCLID","AVE","","6","3","3","312",39,"12/99","1985","F","MA",6,12578522
"1100","FAYETTE","ST","E","7","4","3","600",NA,"3/00","1991","F","MA",NA,12578140
"1100","FAYETTE","ST","W","6","3","3","1150",30,"1/01","1992","F","Local",NA,12573448
"1100","FIRST NORTH","ST","","6","3","3","476",36,"12/00","","F","Local",6,12575324
"1100","GEDDES","ST","S","10","5","5","450",40,"11/00","2000","F","MA",6,12573059
"1100","GEDDES","ST","S","10","5","5","450",40,"11/00","2000","F","MA",6,12573088
"1100","GENESEE","ST","E","6","3","4","591",42,"12/99","1988","F","PA",6,12578132
"1100","GENESEE","ST","W","6","3","4","453",NA,"1/01","","F","PA",NA,12573546
"1100","GLENWOOD","AVE","","5","2","3","1400",NA,"12/99","","","MA",6,12571834
"1100","GRANT","BLVD","","7","4","4","860",35,"1/00","","F","Local",6,12580483
"1100","GRANT","BLVD","","7","4","4","860",35,"1/00","","F","Local",6,13017208
"1100","HARRISON","ST","","6","4","3","630",30,"1/01","","F","MA",6,12578122
"1100","HAWLEY","AVE","","7","3","4","220",NA,"12/99","","F","Local",6,12578337
"1100","JAMES","ST","","7","3","4","309",NA,"12/99","","F","PA",6,12580331
"1100","JAMESVILLE","AVE","","6","3","3","355",NA,"12/99","1992","","CO",NA,12576920
"1100","LANCASTER","AVE","","8","4","4","627",36,"12/99","1986","F","Local",NA,13028665
"1100","LANCASTER","AVE","","8","4","4","627",36,"12/99","1986","F","Local",NA,12577540
"1100","LEMOYNE","AVE","","4","2","2","913",36,"11/99","","F","Local",6,13001392
"1100","LEMOYNE","AVE","","4","2","2","913",36,"11/99","","F","Local",6,12575544
"1100","LODI","ST","","8","4","4","160",40,"12/99","1993","F","MA",6,12580024
"1100","MADISON","ST","","6","4","2","438",30,"1/01","1987","F","Local",6,12578144
"1100","MCBRIDE","ST","S","7","3","4","351",30,"1/01","1998","F","Local",NA,12577468
"1100","MEADOWBROOK","DR","","5","2","4","512",40,"1/01","1996","F","MA",6,12578538
"1100","MEADOWBROOK","DR","","5","2","4","512",40,"1/01","1996","F","MA",6,13001945
"1100","MEADOWBROOK","DR","","5","2","4","512",40,"1/01","1996","F","MA",6,12578553
"1100","MIDLAND","AVE","","8","5","4","348",NA,"1/01","1996","F","MA",NA,12573201
"1100","MILTON","AVE","","5","2","4","",35,"1/01","","F","CO",6,12574862
"1100","MILTON","AVE","","5","2","4","",35,"1/01","","F","CO",6,13002302
"1100","MONTGOMERY","ST","","4","2","2","230",29,"3/00","","O","Local",3,12577346
"1100","NORTHCLIFFE","RD","","8","4","5","",NA,"12/00","","O","Local",3,12581225
"1100","OAK","ST","","10","5","5","587",27,"11/00","2000","F","CO",6,13018702
"1100","OAK","ST","","10","5","5","587",27,"11/00","2000","F","CO",6,12580260
"1100","ONONDAGA","ST","W","6","3","3","",34,"12/99","","F","MA",NA,12573065
"1100","PARK","ST","","5","3","3","",34,"1/00","","F","CO",6,12580049
"1100","PARK","ST","","5","3","3","",34,"1/00","","F","CO",6,12580139
"1100","POND","ST","","10","5","5","295",27,"12/99","1999","OF","CO",6,12580226
"1100","RUGBY","RD","","4","2","3","330",24,"3/00","","O","Local",3,12580253
"1100","SALINA","ST","N","5","2","3","",70,"12/99","","F","MA",6,12575163
"1100","SALINA","ST","S","8","4","4","",56,"12/99","1997","F","Local",6,12577344
"1100","SALT SPRINGS","RD","","10","5","5","",36,"12/99","1999","O","MA",3,13028247
"1100","SALT SPRINGS","RD","","10","5","5","",36,"12/99","1999","O","MA",3,13028246
"1100","SALT SPRINGS","RD","","10","5","5","",36,"12/99","1999","O","MA",3,13001926
"1100","SALT SPRINGS","RD","","10","5","5","",36,"12/99","1999","O","MA",3,12578894
"1100","SOUTH","AVE","","6","3","4","",34,"12/99","1991","F","MA",6,12573174
"1100","SOUTH","AVE","","6","3","4","",34,"12/99","1991","F","MA",6,13002136
"1100","SPRING","ST","","10","5","5","495",27,"11/00","2000","F","Local",6,12575316
"1100","STATE","ST","N","6","3","3","",NA,"3/00","1993","F","MA",NA,12575166
"1100","STATE","ST","N","6","3","3","",NA,"3/00","1993","F","MA",NA,13001384
"1100","STATE","ST","S","6","4","2","",40,"1/01","1987","F","PA",6,12577398
"1100","STOLP","AVE","","4","2","3","282",35,"12/99","","F","Local",6,12572909
"1100","SUNNYCREST","RD","","5","3","3","",24,"12/00","","","Local",6,12581145
"1100","TEALL","AVE","","8","4","4","",30,"12/99","1994","F","PA",6,12580418
"1100","TEALL","AVE","","8","4","4","",30,"12/99","1994","F","PA",6,12580417
"1100","TOWNSEND","ST","N","10","5","3","477",30,"12/99","1999","F","Local",6,12575175
"1100","TURTLE","ST","","8","4","4","",27,"11/99","1998","O","Local",3,12575545
"1100","VALLEY","DR","","6","3","4","293",30,"12/99","1988","F","MA",3,12571778
"1100","VALLEY","DR","","6","3","4","293",30,"12/99","1988","F","MA",3,13020785
"1100","WADSWORTH","ST","","4","2","4","585",27,"12/99","1983","F","CO",6,12580615
"1100","WADSWORTH","ST","","4","2","4","585",27,"12/99","1983","F","CO",6,12580708
"1100","WASHINGTON","ST","E","5","3","2","",NA,"3/00","","F","Local",NA,12578233
"1100","WATER","ST","E","5","3","3","",NA,"12/00","","F","Local",NA,12578234
"1100","WESTCOTT","ST","","6","3","3","",30,"1/01","","F","CO",6,12578389
"1100","WESTMORELAND","AVE","","5","2","4","3960",26,"12/99","","F","Local",6,13013242
"1100","WESTMORELAND","AVE","","5","2","4","3960",26,"12/99","","F","Local",6,12578415
"1100","WESTMORELAND","AVE","","5","2","4","3960",26,"12/99","","F","Local",6,12578412
"1100","WESTMORELAND","AVE","","5","2","4","",27.5,"12/99","","F","Local",6,13013242
"1100","WESTMORELAND","AVE","","5","2","4","",27.5,"12/99","","F","Local",6,12578415
"1100","WESTMORELAND","AVE","","5","2","4","",27.5,"12/99","","F","Local",6,12578412
"1100","WILLIS","AVE","","6","3","3","550",36,"1/01","","F","Local",NA,12574855
"1100","WILLIS","AVE","","6","3","3","550",36,"1/01","","F","Local",NA,12574854
"1100","WOLF","ST","","7","4","3","550",42,"11/99","1989","F","MA",6,12575542
"1100","WOLF","ST","","8","4","5","",42,"1/01","","F","Local",NA,12575542
"1200","ADAMS","ST","E","6","3","3","499",28,"12/99","","F","MA",6,12578118
"1200","ALMOND","ST","","3","2","1","411",40,"3/00","","F","Local",4,13007064
"1200","BELDEN","AVE","W","8","4","4","630",25,"2/00","","F","Local",6,12573545
"1200","BELLEVUE","AVE","","7","4","4","469",30,"11/99","1993","F","CO",6,12572967
"1200","BELLEVUE","AVE","","7","4","4","469",30,"11/99","1993","F","CO",6,13013121
"1200","BELLEVUE","AVE","","7","4","4","469",30,"11/99","1993","F","CO",6,12572936
"1200","BURNET","AVE","","6","3","4","411",34,"12/99","1991","F","MA",6,12578347
"1200","BUTTERNUT","ST","","5","3","2","381",NA,"12/00","","F","MA",6,12580237
"1200","BUTTERNUT","ST","","5","3","2","381",NA,"12/00","","F","MA",6,12580232
"1200","BUTTERNUT","ST","","5","3","2","381",NA,"12/00","","F","MA",6,13018754
"1200","CALEB","AVE","","6","3","4","297",27,"12/00","","O","Local",3,12581132
"1200","CANAL","ST","","3","3","2","1610",31,"3/00","1992","F","Local",4,13001865
"1200","CARBON","ST","","6","4","3","453",27,"12/99","","F","Local",NA,12575252
"1200","CARBON","ST","","6","4","3","453",27,"12/99","","F","Local",NA,12575261
"1200","COLVIN","ST","E","5","3","3","470",36,"1/01","","F","MA",6,12576986
"1200","COLVIN","ST","W","6","3","3","327",NA,"12/99","","F","MA",NA,12572120
"1200","COURT","ST","","10","5","5","380",35,"11/00","2000","F","MA",6,13018844
"1200","COURT","ST","","10","5","5","380",35,"11/00","2000","F","MA",6,12580565
"1200","COURT","ST","","10","5","5","380",35,"11/00","2000","F","MA",6,12580560
"1200","CUMBERLAND","AVE","","8","4","4","820",26,"12/99","","","Local",3,12577145
"1200","ERIE","BLVD","E","6","3","3","627",56,"1/01","","F","PA",6,12578255
"1200","ERIE","BLVD","E","6","3","3","627",56,"1/01","","F","PA",6,12578252
"1200","EUCLID","AVE","","6","3","3","280",39,"12/99","1985","F","MA",6,12578523
"1200","FAYETTE","ST","E","6","3","4","550",NA,"12/99","1991","F","MA",6,12578157
"1200","FAYETTE","ST","W","9","4","5","550",30,"2/00","1997","F","Local",NA,12573446
"1200","FIRST NORTH","ST","","4","2","3","453",36,"12/99","","F","Local",6,12575313
"1200","GEDDES","ST","S","8","4","4","360",36,"1/01","1994","F","MA",6,12573056
"1200","GENESEE","ST","E","6","3","4","378",42,"12/99","1988","F","PA",6,12578147
"1200","GENESEE","ST","W","6","3","3","1010",NA,"1/01","","F","PA",NA,12573532
"1200","GENESEE","ST","W","6","3","3","1010",NA,"1/01","","F","PA",NA,12573506
"1200","GLENWOOD","AVE","","6","3","3","500",NA,"12/99","","","MA",6,12572890
"1200","HARRISON","ST","","5","3","3","390",30,"1/01","","F","Local",6,12578124
"1200","HAWLEY","AVE","","6","3","4","330",NA,"12/99","","F","Local",6,12578338
"1200","HIGHLAND","ST","","7","4","4","500",27,"12/00","","O","Local",3,12580271
"1200","HIGHLAND","ST","","7","4","4","500",27,"12/00","","O","Local",3,12580270
"1200","JAMES","ST","","5","3","3","624",NA,"12/00","","F","PA",6,12580354
"1200","JAMESVILLE","AVE","","6","3","3","1055",NA,"12/99","1992","","CO",NA,12576926
"1200","LANCASTER","AVE","","8","4","4","282",36,"12/99","1986","F","Local",NA,12577526
"1200","LANCASTER","AVE","","8","4","4","282",36,"12/99","1986","F","Local",NA,12577523
"1200","LEMOYNE","AVE","","6","2","4","360",36,"11/99","1990","F","MA",NA,12575558
"1200","LODI","ST","","8","4","5","313",40,"12/99","1993","F","MA",6,12580026
"1200","MADISON","ST","","7","3","4","750",30,"1/01","1987","F","Local",6,12578150
"1200","MCBRIDE","ST","S","6","3","3","320",30,"1/01","1998","F","Local",NA,12577466
"1200","MEADOWBROOK","DR","","5","2","4","676",40,"1/01","1996","F","MA",6,12578559
"1200","MEADOWBROOK","DR","","5","2","4","676",40,"1/01","1996","F","MA",6,13001947
"1200","MEADOWBROOK","DR","","5","2","4","676",40,"1/01","1996","F","MA",6,12578554
"1200","MEADOWBROOK","DR","","5","2","4","676",40,"1/01","1996","F","MA",6,13013245
"1200","MIDLAND","AVE","","8","4","5","285",NA,"1/01","1996","F","MA",NA,12577226
"1200","MILTON","AVE","","4","2","2","",35,"1/01","","F","MA",6,12574856
"1200","MILTON","AVE","","4","2","2","",35,"1/01","","F","MA",6,12574840
"1200","NORTHCLIFFE","RD","","7","3","4","",NA,"12/00","","O","Local",3,13012209
"1200","NORTHCLIFFE","RD","","7","3","4","",NA,"12/00","","O","Local",3,12581226
"1200","NORTHCLIFFE","RD","","7","3","4","",NA,"12/00","","O","Local",3,13012208
"1200","OAK","ST","","10","5","5","293",27,"11/00","2000","F","CO",6,12580264
"1200","ONONDAGA","ST","W","6","3","3","",34,"12/99","","F","MA",NA,12573049
"1200","PARK","ST","","6","3","3","",33,"12/99","1989","F","CO",6,12575293
"1200","SALINA","ST","N","5","3","2","",42,"12/00","","F","MA",6,12575273
"1200","SALINA","ST","N","6","3","3","",70,"12/99","","F","MA",6,12575273
"1200","SALINA","ST","S","7","3","4","",56,"12/99","1997","F","Local",6,12577340
"1200","SALT SPRINGS","RD","","10","5","5","",36,"12/99","1999","O","MA",3,12578948
"1200","SALT SPRINGS","RD","","10","5","5","",36,"12/99","1999","O","MA",3,12578944
"1200","SOUTH","AVE","","6","3","3","",34,"12/99","1991","F","MA",6,12573173
"1200","SOUTH","AVE","","6","3","3","",34,"12/99","1991","F","MA",6,13028529
"1200","SPRING","ST","","10","5","5","495",36,"11/00","2000","F","Local",6,12575308
"1200","STATE","ST","N","6","3","3","",NA,"3/00","","F","MA",NA,12575143
"1200","STATE","ST","S","6","4","2","",40,"1/01","1987","F","PA",6,12577357
"1200","STATE","ST","S","6","4","2","",40,"1/01","1987","F","PA",6,13002509
"1200","STATE","ST","S","6","4","2","",40,"1/01","1987","F","PA",6,13002516
"1200","STOLP","AVE","","8","4","4","354",35,"12/99","","O","Local",3,12572908
"1200","SUNNYCREST","RD","","6","3","4","",24,"12/00","1993","O","Local",3,12581147
"1200","TEALL","AVE","","7","3","4","",30,"12/99","1994","F","PA",6,12580420
"1200","TEALL","AVE","","7","3","4","",30,"12/99","1994","F","PA",6,12580421
"1200","TEALL","AVE","","7","3","4","",30,"12/99","1994","F","PA",6,12580427
"1200","TEALL","AVE","","7","3","4","",30,"12/99","1994","F","PA",6,12580431
"1200","VALLEY","DR","","6","3","4","290",30,"12/99","1988","F","MA",3,12571777
"1200","WADSWORTH","ST","","4","2","4","700",27,"12/99","1983","F","CO",6,12580706
"1200","WADSWORTH","ST","","4","2","4","700",27,"12/99","1983","F","CO",6,13028373
"1200","WADSWORTH","ST","","4","2","4","700",27,"12/99","1983","F","CO",6,13028363
"1200","WASHINGTON","ST","E","6","3","4","",NA,"12/99","","F","Local",6,12578158
"1200","WATER","ST","E","5","3","3","",NA,"12/00","","F","Local",6,12578250
"1200","WESTCOTT","ST","","6","3","3","",30,"1/01","","","CO",NA,12578384
"1200","WESTMORELAND","AVE","","8","4","5","552",26,"1/01","1998","","Local",3,12578403
"1200","WILLIS","AVE","","10","5","5","367",36,"12/99","1999","F","Local",6,12574865
"1300","ADAMS","ST","E","6","3","3","440",28,"12/99","","F","Local",6,12578119
"1300","BELLEVUE","AVE","","7","4","4","402",30,"11/99","1993","F","CO",6,12572935
"1300","BROAD","ST","","10","5","5","293",31,"11/00","2000","O","CO",3,12578455
"1300","BROAD","ST","","10","5","5","293",31,"11/00","2000","O","CO",3,12578453
"1300","BURNET","AVE","","8","4","4","719",34,"12/99","1996","F","MA",6,12578354
"1300","BUTTERNUT","ST","","5","3","2","1104",NA,"12/00","","F","MA",6,12580238
"1300","BUTTERNUT","ST","","5","3","2","1104",NA,"12/00","","F","MA",6,12580266
"1300","BUTTERNUT","ST","","5","3","2","1104",NA,"12/00","","F","MA",6,12580268
"1300","BUTTERNUT","ST","","5","3","2","1104",NA,"12/00","","F","MA",6,12580240
"1300","CALEB","AVE","","7","3","4","330",27,"12/00","","O","Local",3,12581134
"1300","CARBON","ST","","6","3","3","435",27,"12/99","","F","Local",NA,12575243
"1300","COLVIN","ST","E","8","4","4","2012",36,"12/99","","F","MA",6,12577020
"1300","COLVIN","ST","E","8","4","4","2012",36,"12/99","","F","MA",6,12577016
"1300","COLVIN","ST","E","8","4","4","2012",36,"12/99","","F","MA",6,12577017
"1300","COLVIN","ST","W","7","3","4","303",NA,"12/99","","F","Local",NA,12572118
"1300","COMSTOCK","AVE","","8","4","4","885",29,"1/01","1998","","CO",NA,13002092
"1300","COURT","ST","","10","5","5","375",36,"11/00","2000","F","MA",6,12580573
"1300","COURT","ST","","10","5","5","375",36,"11/00","2000","F","MA",6,12580570
"1300","COURT","ST","","10","5","5","375",36,"11/00","2000","F","MA",6,12580567
"1300","CUMBERLAND","AVE","","8","4","4","425",26,"12/99","","","Local",3,12577141
"1300","ERIE","BLVD","E","5","2","3","525",56,"1/01","","F","PA",6,12578259
"1300","EUCLID","AVE","","6","3","3","504",39,"12/99","1985","F","MA",6,12578524
"1300","FAYETTE","ST","E","6","3","4","550",NA,"12/99","1991","F","MA",6,12578161
"1300","FAYETTE","ST","W","7","4","3","800",30,"2/00","","F","Local",NA,12573413
"1300","FIRST NORTH","ST","","5","2","3","459",36,"12/99","","F","Local",6,12575314
"1300","GEDDES","ST","S","8","4","4","428",36,"1/01","1994","F","MA",6,12573050
"1300","GEDDES","ST","S","8","4","4","428",36,"1/01","1994","F","MA",6,13013128
"1300","GENESEE","ST","E","6","3","3","219",42,"12/99","1988","F","PA",6,12578148
"1300","GENESEE","ST","W","7","3","4","343",NA,"1/01","","F","PA",NA,13002346
"1300","GENESEE","ST","W","7","3","4","343",NA,"1/01","","F","PA",NA,12573504
"1300","GLENCOVE","RD","","8","4","5","339",NA,"1/01","","","Local",NA,12581205
"1300","GLENCOVE","RD","","8","4","5","348",29,"12/99","1997","O","Local",3,12581205
"1300","GLENWOOD","AVE","","5","3","3","900",NA,"12/99","","","MA",6,12572887
"1300","GRANT","BLVD","","8","4","4","295",35,"1/00","","F","MA",6,12580476
"1300","GRANT","BLVD","","8","4","4","295",35,"1/00","","F","MA",6,12580475
"1300","HAWLEY","AVE","","6","3","4","260",NA,"12/99","","F","Local",6,12578339
"1300","HIGHLAND","ST","","6","4","4","100",27,"12/00","","O","Local",3,12580276
"1300","HIGHLAND","ST","","6","4","4","100",27,"12/00","","O","Local",3,12580277
"1300","JAMES","ST","","6","3","3","219",NA,"12/00","","F","PA",6,12580356
"1300","JAMES","ST","","6","3","3","219",NA,"12/00","","F","PA",6,13016171
"1300","JAMESVILLE","AVE","","4","2","3","1014",22,"12/99","1992","","Local",3,13028603
"1300","JAMESVILLE","AVE","","4","2","3","1014",22,"12/99","1992","","Local",3,12576927
"1300","LANCASTER","AVE","","7","4","4","1129",36,"12/99","1986","F","Local",NA,12577522
"1300","LEMOYNE","AVE","","5","2","4","440",36,"11/99","1990","F","MA",NA,12575562
"1300","LEMOYNE","AVE","","5","2","4","440",36,"11/99","1990","F","MA",NA,12575561
"1300","LODI","ST","","7","3","4","554",40,"12/99","1993","F","MA",6,12580030
"1300","MADISON","ST","","4","2","2","697",27,"1/01","","F","Local",6,12578192
"1300","MCBRIDE","ST","S","9","5","5","347",30,"1/01","1998","F","Local",6,12577448
"1300","MEADOWBROOK","DR","","8","4","4","597",40,"1/01","1996","F","MA",6,13011020
"1300","MEADOWBROOK","DR","","8","4","4","597",40,"1/01","1996","F","MA",6,12578564
"1300","MEADOWBROOK","DR","","8","4","4","597",40,"1/01","1996","F","MA",6,13011011
"1300","MEADOWBROOK","DR","","8","4","4","597",40,"1/01","1996","F","MA",6,12578562
"1300","MEADOWBROOK","DR","","8","4","4","597",40,"1/01","1996","F","MA",6,13001951
"1300","MIDLAND","AVE","","8","4","5","370",NA,"1/01","1996","F","MA",NA,12577222
"1300","MIDLAND","AVE","","8","4","5","370",NA,"1/01","1996","F","MA",NA,13002129
"1300","MILTON","AVE","","3","2","2","",35,"1/01","","F","MA",6,12574847
"1300","MILTON","AVE","","6","3","3","",NA,"1/01","","F","Local",NA,12574847
"1300","NORTHCLIFFE","RD","","6","3","3","",NA,"12/00","","O","Local",3,12581238
"1300","OAK","ST","","10","5","5","660",27,"11/00","2000","F","CO",6,12580300
"1300","ONONDAGA","ST","W","6","4","2","587",35,"12/99","1991","F","MA",6,12573046
"1300","PARK","ST","","6","4","4","",33,"12/99","1989","F","CO",6,12575290
"1300","SALT SPRINGS","RD","","7","4","4","",36,"1/01","","?","Local",3,13021209
"1300","SALT SPRINGS","RD","","7","4","4","",36,"1/01","","?","Local",3,13021208
"1300","SALT SPRINGS","RD","","7","4","4","",36,"1/01","","?","Local",3,12578953
"1300","SOUTH","AVE","","7","3","4","",40,"11/99","1990","F","MA",6,13028531
"1300","SOUTH","AVE","","7","3","4","",40,"11/99","1990","F","MA",6,13028530
"1300","SOUTH","AVE","","7","3","4","",40,"11/99","1990","F","MA",6,12572123
"1300","SPRING","ST","","10","5","5","460",36,"11/00","2000","F","Local",6,12575309
"1300","STATE","ST","N","6","4","3","",NA,"3/00","","F","MA",NA,12575154
"1300","STATE","ST","N","6","4","3","",NA,"3/00","","F","MA",NA,12575155
"1300","STATE","ST","N","6","4","3","",NA,"3/00","","F","MA",NA,12575153
"1300","STATE","ST","S","6","4","2","",32,"1/01","1987","F","PA",6,12577348
"1300","STATE","ST","S","6","4","2","",32,"1/01","1987","F","PA",6,12577353
"1300","SUNNYCREST","RD","","7","3","4","",24,"12/00","","O","Local",3,12581162
"1300","TEALL","AVE","","8","4","4","",34,"12/99","1995","F","PA",6,12580512
"1300","VALLEY","DR","","7","3","4","220",30,"12/99","1988","F","MA",3,12571774
"1300","WASHINGTON","ST","E","8","4","4","",NA,"12/99","","F","Local",6,12578162
"1300","WATER","ST","E","5","4","2","",NA,"12/00","","F","Local",6,12578257
"1300","WESTCOTT","ST","","6","3","3","",30,"1/01","","","CO",NA,13002086
"1300","WESTCOTT","ST","","6","3","3","",30,"1/01","","","CO",NA,12578366
"1300","WESTMORELAND","AVE","","8","4","5","800",26,"1/01","1998","","Local",3,12578378
"1300","WILLIS","AVE","","10","5","5","513",36,"12/99","1999","F","Local",6,12574851
"1400","BELLEVUE","AVE","","7","4","3","330",30,"11/99","1993","F","CO",6,12572928
