"block","streetName","streetType","streetDirection","overall","crack","patch","length","width","dateRated","dateLastOverlay","flushOil","class","pavement","streetID"
100,"RIGI","AVE","",6,3,3,1250,24,"3/04","1989","OF","Local","6",12581109
100,"RILL","AVE","",7,4,4,275,24,"12/02","","O","Local","3",12576707
100,"RIVERDALE","DR","",10,5,5,388,27,"12/04","2004","O","Local","3",12571740
100,"RIVOLI","AVE","",5,2,4,280,NA,"2/04","1993","O","Local","3",12580778
100,"ROBERT","DR","",10,5,5,500,24,"11/04","2004","OF","Local","3",12577498
100,"ROBERTS","AVE","",8,4,5,495,34,"3/04","2001","F","Local","6",12572986
100,"ROBERTS","AVE","",8,4,5,495,34,"3/04","2001","F","Local","6",12572988
100,"ROBINEAU","RD","",8,4,4,1092,28,"12/02","2002","F","Local","6",12572948
100,"ROBINEAU","RD","",8,4,4,1092,28,"12/02","2002","F","Local","6",12572944
100,"ROBINSON","ST","",8,4,5,588,30,"3/04","2002","F","Local","6",13001361
100,"ROBINSON","ST","",8,4,5,588,30,"3/04","2002","F","Local","6",12580363
100,"ROCKFORD","DR","",9,5,5,297,25,"1/04","2001","O","Local","3",12578657
100,"ROCKLAND","AVE","",8,4,4,350,20,"2/03","1998","O","Local","3",12572146
100,"ROCKWOOD","PL","",8,4,5,402,28,"3/04","","O","Local","3",13002124
100,"ROCKWOOD","PL","",8,4,5,402,28,"3/04","","O","Local","3",12571633
100,"ROCKWOOD","RD","",9,5,5,441,28,"3/04","2002","O","Local","3",12571629
100,"RONEY","LN","",5,3,2,739,24,"3/04","","F","Local","4",13028621
100,"RONEY","LN","",5,3,2,739,24,"3/04","","F","Local","4",13017662
100,"RONEY","LN","",5,3,2,739,24,"3/04","","F","Local","4",13028622
100,"RONEY","LN","",5,3,2,739,24,"3/04","","F","Local","4",13017661
100,"RONEY","LN","",5,3,2,739,24,"3/04","","F","Local","4",12576895
100,"RONEY","LN","",5,3,2,739,24,"3/04","","F","Local","4",12576893
100,"RONEY","LN","",5,3,2,739,24,"3/04","","F","Local","4",12576894
100,"RONEY","RD","",7,4,4,492,25,"12/02","1991","O","Local","3",12576610
100,"ROOSEVELT","AVE","",10,5,5,495,25,"11/04","2004","F","Local","6",12578484
100,"ROSE","AVE","",5,3,3,528,20,"2/03","1981","F","Local","6",12577364
100,"ROSEMONT","DR","",8,4,5,405,24,"3/04","2000","O","Local","3",12576508
100,"ROSEWOOD","ST","",6,3,4,345,33,"2/04","","O","Local","3",12580072
100,"ROSEWOOD","ST","",6,3,4,345,33,"2/04","","O","Local","3",12580071
100,"ROSS","PARK","",7,4,4,1800,32,"2/04","1997","F","Local","6",12580574
100,"ROWLAND","ST","",7,4,4,273,32,"3/04","","O","Local","3",12573073
100,"ROXBURY","RD","",4,2,3,702,21,"3/04","","O","Local","3",12581235
100,"ROXBURY","RD","",4,2,3,702,21,"3/04","","O","Local","3",13012246
100,"ROYCROFT","RD","",8,4,4,211,NA,"12/96","","O","Local","3",12579586
100,"RUGBY","RD","",8,4,5,936,24,"2/04","2001","F","Local","6",12580513
100,"RUSKIN","AVE","",8,4,4,845,28,"12/02","2002","F","Local","6",12573146
100,"RUTH","AVE","",10,5,5,1003,16,"12/02","2002","O","Local","3",12576979
100,"SABINE","ST","",8,4,4,730,27,"2/03","1998","F","Local","6",12573288
100,"SABINE","ST","",8,4,4,730,27,"2/03","1998","F","Local","6",12573284
100,"SACKETT","ST","",7,4,3,333,24,"3/03","","F","Local","6",12573524
100,"SAILE","ST","",9,5,5,280,26,"2/04","2001","O","Local","3",12580275
100,"SALINA","ST","N",6,4,3,366,60,"2/03","1989","F","MA","6",12573893
100,"SALINA","ST","N",6,4,3,366,60,"2/03","1989","F","MA","6",12577845
100,"SALINA","ST","S",6,4,3,456,56,"2/03","1988","F","Local","6",12573891
100,"SALINA","ST","S",6,4,3,456,56,"2/03","1988","F","Local","6",12573887
100,"SALISBURY","RD","",8,4,5,1550,29,"3/03","1996","O","CO","3",12572689
100,"SALT","ST","",7,3,4,792,21,"2/04","1990","F","Local","6",12573974
100,"SALT SPRINGS","RD","",5,3,3,223,25,"1/04","1990","F","MA","6",12578701
100,"SAND","ST","",7,3,4,415,20,"3/04","1996","F","Local","6",12573786
100,"SCHILLER","AVE","",6,3,3,742,24,"3/03","","O","Local","3",12580282
100,"SCHNEIDER","ST","",6,3,3,581,16,"2/04","1987","F","Local","6",12580099
100,"SCHOECK","AVE","",8,4,5,514,30,"2/04","2001","O","Local","3",12580471
100,"SCHULER","ST","",10,5,5,586,29,"12/04","2004","O","Local","3",12580381
100,"SCOTT","AVE","",10,5,5,510,28,"12/02","2002","F","Local","6",13011000
100,"SCOTT","AVE","",10,5,5,510,28,"12/02","2002","F","Local","6",12578729
100,"SCOTT","AVE","",10,5,5,510,28,"12/02","2002","F","Local","6",12578725
100,"SCOTTHOLM","BLVD","",8,4,4,414,30,"1/04","1997","F","Local","6",13010998
100,"SCOTTHOLM","BLVD","",8,4,4,414,30,"1/04","1997","F","Local","6",13010997
100,"SCOTTHOLM","BLVD","",8,4,4,414,30,"1/04","1997","F","Local","6",13012520
100,"SCOTTHOLM","TER","",7,3,4,735,27,"1/04","1999","F","Local","6",13010996
100,"SCOVILLE","AVE","",6,3,3,309,28,"3/03","1992","O","Local","6",12580257
100,"SEARLWYN","RD","",6,4,3,1046,22,"12/02","","O","Local","3",12564412
100,"SEDGWICK","DR","",8,4,4,550,40,"3/03","","F","Local","6",12580358
100,"SEDGWICK","DR","",8,4,4,550,40,"3/03","","F","Local","6",13010277
100,"SEDGWICK","RD","",8,4,5,612,31,"3/03","2000","F","Local","3",12580455
100,"SEDGWICK","RD","",8,4,5,612,31,"3/03","2000","F","Local","3",13010290
100,"SEDGWICK","ST","",10,5,5,588,30,"12/04","2004","F","Local","4",12580330
100,"SEDGWICK","ST","",10,5,5,588,30,"12/04","2004","F","Local","4",12580332
100,"SEELEY","AVE","",9,5,5,761,24,"3/04","2000","O","Local","3",12576578
100,"SENECA","DR","",7,4,4,428,24,"12/02","1987","O","Local","3",12576645
100,"SENECA","PL","",7,3,5,200,12,"12/02","1991","O","Local","3",12571728
100,"SENECA","ST","",8,4,5,315,28,"3/03","1998","F","Local","6",12573616
100,"SEVENTH NORTH","ST","",6,3,2,NA,31,"2/04","2001","F","MA","6",12580568
100,"SEVENTH NORTH","ST","",6,3,2,NA,31,"2/04","2001","F","MA","6",12580577
100,"SEWARD","ST","",8,4,4,385,27,"2/04","1999","F","Local","6",12580027
100,"SEYMOUR","ST","",6,4,2,NA,30,"3/04","1991","F","Local","6",12573649
100,"SEYMOUR","ST","",6,4,2,NA,30,"3/04","1991","F","Local","6",12573670
100,"SHARON","DR","",9,5,5,528,24,"3/04","2002","O","Local","3",12572263
100,"SHELBOURNE","PL","",7,4,4,211,24,"3/04","","O","Local","3",12572050
100,"SHELDON","AVE","",6,3,4,507,26,"12/02","","O","Local","3",12576716
100,"SHERBOURNE","RD","",10,5,5,459,28,"12/04","2004","O","Local","3",12578456
100,"SHERIDAN","DR","",6,3,3,422,17,"3/04","1990","O","Local","3",12573292
100,"SHERIDAN","PL","",7,3,3,317,27,"3/04","","O","Local","3",12581121
100,"SHERWOOD","AVE","",8,4,5,708,24,"2/04","2002","F","Local","6",12578335
100,"SHIRLEY","DR","",8,4,5,255,26,"3/04","","O","Local","3",12571950
100,"SHIRLEY","RD","",7,3,4,883,28,"1/04","1992","O","Local","3",12578551
100,"SHONNARD","ST","",10,5,5,684,34,"11/04","2004","F","CO","6",12573640
100,"SHOTWELL","PARK","",10,5,5,1363,46,"12/02","2002","F","Local","6",12581000
100,"SHOTWELL","PARK","",10,5,5,1363,46,"12/02","2002","F","Local","6",13010341
100,"SHOTWELL","PARK","",10,5,5,1363,46,"12/02","2002","F","Local","6",13010342
100,"SHUART","AVE","",7,3,4,280,26,"2/04","","F","Local","6",12580333
100,"SIDMAN","AVE","",6,3,4,211,NA,"3/04","1994","O","Local","3",12574838
100,"SIDNEY","ST","",9,5,5,330,29,"2/04","2001","O","Local","3",12580246
100,"SIZER","ST","",6,3,3,148,31,"3/04","","O","Local","3",12577427
100,"SLAYTON","AVE","",10,5,5,665,27,"11/03","2003","O","Local","3",12576712
100,"SLOCUM","AVE","",7,3,5,432,34,"3/04","2002","F","Local","6",12573599
100,"SMILEY","DR","",7,4,4,152,28,"12/02","","O","Local","3",12576591
100,"SMITH","LN","",4,2,3,950,34,"3/04","","F","Local","6",12576968
100,"SMITH","LN","",4,2,3,950,34,"3/04","","F","Local","6",13028620
100,"SMITH","LN","",4,2,3,950,34,"3/04","","F","Local","6",12576896
100,"SMITH","LN","",4,2,3,950,34,"3/04","","F","Local","6",12576897
100,"SMITH","RD","",6,3,3,481,26,"12/02","","O","Local","3",12571747
100,"SMITH","ST","",6,3,3,1090,29,"1/04","1989","O","Local","3",12579009
100,"SNELL","TER","",7,3,4,267,31,"12/02","","O","Local","3",12576563
100,"SOLAR","ST","",4,2,2,788,30,"3/04","1981","F","Local","6",12573932
100,"SOLAR","ST","",4,2,2,788,30,"3/04","1981","F","Local","6",13001270
100,"SOMERSET","RD","",8,4,5,627,26,"12/02","2000","O","Local","3",12578448
100,"SOUTH","AVE","",6,3,4,795,42,"2/04","2002","F","CO","6",12573344
100,"SPAULDING","AVE","",7,3,4,899,28,"12/02","1991","O","Local","3",13028586
100,"SPAULDING","AVE","",7,3,4,899,28,"12/02","1991","O","Local","3",12564368
100,"SPENCER","ST","",7,4,3,594,36,"3/04","1989","F","Local","6",12575097
100,"SPENCER","ST","",7,4,3,594,36,"3/04","1989","F","Local","6",13001177
100,"SPENCER","ST","",7,4,3,594,36,"3/04","1989","F","Local","6",12575096
100,"SPRING","LN","",5,2,4,NA,NA,"3/03","","O","Local","3",12580150
100,"SPRING","ST","",7,4,4,741,28,"2/04","1993","F","Local","6",12580177
100,"SPRINGBROOK","AVE","",7,3,5,112,24,"12/02","","O","Local","3",12576652
100,"SPRINGFIELD","RD","",10,5,5,693,35,"11/04","2004","O","MA","3",12578947
100,"SPRINGFIELD","RD","",10,5,5,693,35,"11/04","2004","O","MA","3",13011146
100,"ST ANNE","DR","",7,3,4,645,NA,"3/04","","O","Local","3",12580909
100,"ST LOUIS","AVE","",7,4,3,943,27,"3/04","2000","O","Local","3",12571924
100,"ST MARYS","TER","",7,4,5,264,27,"2/04","","O","Local","3",12580602
100,"STACY","PL","",6,3,4,340,26,"12/02","","O","Local","3",12576497
100,"STADIUM","PL","",6,3,5,606,27,"1/04","1993","F","Local","6",12577445
100,"STAFFORD","AVE","",10,5,5,864,29,"5/01","2001","O","Local","3",12581010
100,"STANDART","ST","",8,4,5,739,27,"3/03","1998","F","Local","6",12577429
100,"STANDART","ST","",8,4,5,739,27,"3/03","1998","F","Local","6",12577432
100,"STANDISH","DR","",7,3,5,876,32,"1/04","1992","O","Local","3",12578566
100,"STATE","ST","N",7,3,4,687,60,"2/04","1989","F","Local","6",12577879
100,"STATE","ST","N",7,3,4,687,60,"2/04","1989","F","Local","6",13008632
100,"STATE","ST","S",8,4,5,492,45,"2/04","2003","F","PA","6",12577876
100,"STATE","ST","S",8,4,5,492,45,"2/04","2003","F","PA","6",12577878
100,"STATE FAIR","BLVD","",6,3,4,406,39,"3/04","2002","F","CO","6",12573503
100,"STEDMAN","ST","",6,3,3,490,22,"2/04","1983","O","Local","3",12575535
100,"STEDMAN","ST","",6,3,3,490,22,"2/04","1983","O","Local","3",13019011
100,"STEDMAN","ST","",6,3,3,490,22,"2/04","1983","O","Local","3",13019012
100,"STERLING","AVE","",8,4,5,293,28,"3/04","2002","O","Local","3",12573218
100,"STEUBEN","ST","",6,4,2,1003,24,"2/04","1993","F","Local","6",12575292
100,"STEVENS","AVE","",8,4,4,258,27,"12/02","1995","O","Local","3",12576642
100,"STEVENS","PL","",6,3,3,370,25,"3/04","","O","Local","3",12576868
100,"STINARD","AVE","",8,4,5,432,27,"1/03","2000","F","Local","6",12572974
100,"STOLP","AVE","",10,5,5,462,35,"12/02","2002","F","Local","6",12573143
100,"STRAND","PL","",5,3,5,500,27,"3/04","","O","Local","3",12580050
100,"STRATFORD","ST","",4,2,2,423,30,"1/04","1993","F","Local","6",12577559
100,"STRONG","AVE","",6,4,3,807,27,"1/04","","O","Local","3",12578505
100,"SUMMIT","AVE","",10,5,5,531,28,"11/04","2004","F","Local","6",12573148
100,"SUMMIT","AVE","",10,5,5,531,28,"11/04","2004","F","Local","6",12573247
100,"SUMMIT","AVE","",10,5,5,531,28,"11/04","2004","F","Local","6",12573248
100,"SUNHILL","TER","",10,5,5,1267,24,"12/02","2002","O","Local","3",12572326
100,"SUNNYCREST","RD","",7,4,4,825,24,"3/04","1987","F","Local","6",12580918
100,"SUNNYSIDE","RD","",10,5,5,645,29,"12/04","2004","O","Local","3",12578526
100,"SUNSET","AVE","",8,4,5,315,27,"3/04","1999","F","Local","6",12575146
100,"SUNSTRUCK","DR","",6,3,4,417,28,"12/02","","O","Local","3",12580392
100,"SWANSEA","DR","",7,4,4,NA,NA,"3/03","1988","O","Local","3",12580550
100,"SWANSEA","DR","",7,4,4,NA,NA,"3/03","1988","O","Local","3",13029103
100,"SWEETING","ST","",7,4,4,772,28,"3/03","","O","Local","3",12580281
100,"SYRACUSE","ST","",8,4,5,1320,36,"3/04","1999","F","Local","3",12573411
100,"TAFT","AVE","",6,3,4,NA,26,"2/04","","O","Local","3",12581047
100,"TALLMAN","ST","",7,4,4,270,30,"3/04","1986","F","CO","6",12577343
100,"TAYLOR","ST","E",9,5,5,414,27,"2/03","2000","F","Local","6",12577379
100,"TEALL","AVE","",7,3,4,431,42,"7/03","2001","F","PA","6",12578314
100,"TEALL","AVE","",7,3,4,431,42,"7/03","2001","F","PA","6",12578313
100,"TEJAH","AVE","",6,3,4,1848,24,"3/04","1987","O","Local","3",12576932
100,"TEMPLE","PL","",2,3,1,550,18,"3/04","","O","Local","3",12572060
100,"TEMPLE","ST","",6,4,3,348,NA,"2/03","","F","Local","6",12577376
100,"TENNYSON","AVE","",8,4,4,477,24,"3/04","1999","F","Local","6",12573403
100,"TERRACE","RD","",8,3,5,776,25,"1/04","2001","O","Local","3",12577535
100,"TERRACE","RD","",8,3,5,776,25,"1/04","2001","O","Local","3",12577538
100,"TERRACE","RD","",8,3,5,776,25,"1/04","2001","O","Local","3",13011308
100,"TEX SIMONE","DR","",8,4,4,739,28,"3/03","1997","F","Local","6",13001311
100,"THAYER","ST","",7,4,3,369,26,"3/04","1989","O","Local","3",12576919
100,"THAYER","ST","",7,4,3,369,26,"3/04","1989","O","Local","3",12576918
100,"THIRD","AVE","",5,2,4,317,28,"3/03","","O","Local","3",12580269
100,"THURBER","ST","",7,4,3,537,28,"3/04","1989","F","CO","3",12576867
100,"THURLOW","DR","",8,4,5,1042,26,"12/02","1995","O","Local","3",12576545
100,"TIOGA","ST","",6,4,2,360,27,"3/04","1990","O","Local","3",12573629
100,"TOWNSEND","PL","",8,4,3,528,16,"12/02","2002","F","Local","6",12580014
100,"TOWNSEND","ST","N",7,4,4,568,35,"2/03","1990","F","Local","6",12577895
100,"TOWNSEND","ST","S",7,3,4,453,60,"3/04","1992","F","CO","6",12577885
100,"TOWNSEND","ST","S",7,3,4,453,60,"3/04","1992","F","CO","6",12577891
100,"TRACY","ST","",8,4,4,516,NA,"3/04","1997","F","Local","6",12573841
100,"TRINITY","PL","",10,5,5,513,25,"12/02","2002","F","Local","6",12577638
100,"TULLY","ST","",NA,NA,NA,259,30,"3/04","","?","Local","6",12573709
100,"TURTLE","ST","",4,2,2,305,27,"3/04","","F","Local","6",12575210
100,"TWIN HILLS","DR","",10,5,5,353,36,"3/04","","F","Local","6",12572938
100,"TYSON","PL","",6,3,4,183,27,"2/04","1988","O","Local","3",12581041
100,"UNION","AVE","",4,2,3,365,30,"2/04","","O","Local","6",12577962
100,"UNIVERSITY","AVE","",6,3,3,495,34,"3/04","1986","F","Local","6",12578228
100,"UNIVERSITY","AVE","",6,3,3,495,34,"3/04","1986","F","Local","6",12578231
100,"UNIVERSITY","AVE","",6,3,3,495,34,"3/04","1986","F","Local","6",12578232
100,"UNIVERSITY","PL","",NA,NA,0,900,32,"11/93","","F","Local","6",12577491
100,"UPLAND","RD","",7,4,4,634,27,"3/04","1994","O","Local","3",12572910
100,"VALE","ST","",5,2,3,586,24,"12/02","1991","O","Local","3",12571972
100,"VALLEY","DR","",6,3,4,513,35,"3/04","1989","F","MA","6",12572013
100,"VALLEY VIEW","DR","",7,3,4,929,27,"3/04","1991","O","Local","3",12571923
100,"VAN RENSSELAER","ST","",8,4,4,768,27,"3/03","1998","F","Local","6",12573754
100,"VAN RENSSELAER","ST","",8,4,4,768,27,"3/03","1998","F","Local","6",13002373
100,"VAN RENSSELAER","ST","",8,4,4,768,27,"3/03","1998","F","Local","6",12573756
100,"VANN","ST","",10,5,5,672,27,"11/03","2003","F","Local","6",12578363
100,"VELASKO","RD","",6,3,4,550,36,"3/04","","F","MA","4",12572415
100,"VICTORIA","PL","",5,3,2,657,25,"1/04","","F","Local","6",12578517
100,"VIEAU","DR","",6,3,4,581,24,"3/04","1990","O","Local","3",12572904
100,"VIEAU","DR","",6,3,4,581,24,"3/04","1990","O","Local","3",12572905
100,"VILLAGE","DR","",10,5,5,2165,33,"11/03","2003","F","Local","3",12581023
100,"VILLAGE","DR","",10,5,5,2165,33,"11/03","2003","F","Local","3",12581025
100,"VILLAGE","DR","",10,5,5,2165,33,"11/03","2003","F","Local","3",13018691
100,"VINCENT","ST","",7,4,4,621,23,"3/04","1998","O","Local","3",12576967
100,"VINCENT","ST","",7,4,4,621,23,"3/04","1998","O","Local","3",12576969
100,"VINCENT","ST","",7,4,4,621,23,"3/04","1998","O","Local","3",12576966
100,"WADSWORTH","ST","",7,4,4,660,31,"3/03","1992","O","Local","6",12580294
100,"WAINWRIGHT","AVE","",6,3,4,678,23,"2/04","1989","O","Local","3",12580768
100,"WAITE","AVE","",7,3,4,370,18,"3/03","1994","O","Local","3",12573511
100,"WALL","ST","",7,4,4,250,24,"3/04","1994","O","Local","3",12573455
100,"WALNUT","AVE","",5,3,3,483,30,"1/04","","F","Local","6",12578235
100,"WALNUT","AVE","",5,3,3,483,30,"1/04","","F","Local","6",12578239
100,"WALNUT","AVE","",5,3,3,483,30,"1/04","","F","Local","6",12578238
100,"WALNUT","PL","",10,5,5,550,28,"11/04","2004","F","Local","6",12578111
100,"WALRATH","RD","",5,2,4,605,20,"3/04","2001","F","Local","6",13012951
100,"WALRATH","RD","",5,2,4,605,20,"3/04","2001","F","Local","6",12576751
100,"WALRATH","RD","",5,2,4,605,20,"3/04","2001","F","Local","6",13017236
100,"WALTER","DR","",6,3,4,317,24,"3/04","1993","O","Local","3",12581244
100,"WALTON","ST","",7,3,5,520,35,"2/04","2001","F","Local","6",12573743
100,"WARHAM","ST","",4,3,2,440,27,"3/03","","F","Local","6",12580273
100,"WARNER","AVE","",5,3,3,417,27,"1/03","1993","F","Local","6",12576833
100,"WARNER","CT","",5,3,2,0,0,"3/03","1994","O","Local","3",13002300
100,"WARREN","ST","N",8,4,4,686,42,"2/04","","F","Local","6",12577834
100,"WARREN","ST","N",8,4,4,686,42,"2/04","","F","Local","6",12577847
100,"WARREN","ST","S",7,3,5,NA,NA,"2/04","2001","F","Local","6",12577827
100,"WARREN","ST","S",7,3,5,NA,NA,"2/04","2001","F","Local","6",12577832
100,"WARREN","ST","S",7,3,5,NA,NA,"2/04","2001","F","Local","6",12577826
100,"WARREN","ST","S",5,3,2,405,38,"2/04","1988","F","Local","6",12577827
100,"WARREN","ST","S",5,3,2,405,38,"2/04","1988","F","Local","6",12577832
100,"WARREN","ST","S",5,3,2,405,38,"2/04","1988","F","Local","6",12577826
100,"WARRINGTON","RD","E",6,4,3,890,22,"12/02","","O","Local","3",12576528
100,"WARRINGTON","RD","W",9,5,5,476,25,"3/04","2000","O","Local","3",12576511
100,"WASHINGTON","SQ","",10,5,5,1580,30,"11/02","2002","F","Local","6",12575256
100,"WASHINGTON","SQ","",10,5,5,1580,30,"11/02","2002","F","Local","6",12575254
100,"WASHINGTON","SQ","",10,5,5,1580,30,"11/02","2002","F","Local","6",12575246
100,"WASHINGTON","ST","E",5,3,3,330,38,"2/04","","F","CO","6",12577823
100,"WASHINGTON","ST","E",5,3,3,330,38,"2/04","","F","CO","6",12577822
100,"WASHINGTON","ST","W",6,3,3,400,42,"2/03","","F","CO","6",12573886
100,"WATER","ST","E",10,5,5,NA,34,"2/04","","F","CO","Brick",12577830
100,"WATER","ST","E",10,5,5,NA,34,"2/04","","F","CO","Brick",12577829
100,"WAVERLY","AVE","",7,4,4,595,30,"1/04","","F","Local","6",12577570
100,"WAVERLY","AVE","",7,4,4,595,30,"1/04","","F","Local","6",13001963
100,"WAVERLY","AVE","",7,4,4,296,30,"1/04","","F","MA","6",12577570
100,"WAVERLY","AVE","",7,4,4,296,30,"1/04","","F","MA","6",13001963
100,"WAYNE","ST","",7,3,4,561,27,"12/02","1992","O","Local","3",12578066
100,"WELDON","AVE","",6,3,5,422,NA,"2/04","1989","O","Local","3",12580612
100,"WELLESLEY","RD","",6,3,3,525,27,"3/04","1989","F","Local","3",12571887
100,"WELLINGTON","PL","",10,5,5,581,25,"11/03","2003","F","Local","6",12577814
100,"WENDELL","TER","",5,2,4,1002,24,"3/03","1986","F","Local","6",12580456
100,"WENTE","TER","",7,3,5,831,28,"3/04","2000","O","Local","3",12571928
100,"WEST","ST","S",7,3,5,612,60,"3/03","1996","F","Local","6",13002308
100,"WEST","ST","S",7,3,5,612,60,"3/03","1996","F","Local","6",13002309
100,"WEST","ST","S",7,3,5,612,60,"3/03","1996","F","Local","6",13002310
100,"WESTCOTT","ST","",10,5,5,426,34,"12/04","2004","F","CO","6",12578224
100,"WESTCOTT","ST","",10,5,5,426,34,"12/04","2004","F","CO","6",12578221
100,"WESTCOTT","ST","",7,3,4,185,NA,"12/02","","O","Local","3",12578224
100,"WESTCOTT","ST","",7,3,4,185,NA,"12/02","","O","Local","3",12578221
100,"WESTMINSTER","AVE","",8,4,4,783,25,"1/04","1997","F","Local","6",13017687
100,"WESTMINSTER","AVE","",8,4,4,783,25,"1/04","1997","F","Local","6",13017686
100,"WESTMINSTER","AVE","",8,4,4,783,25,"1/04","1997","F","Local","6",12577609
100,"WESTMORELAND","AVE","",8,4,4,222,27,"1/04","","F","Local","6",12578788
100,"WESTWOOD","RD","",7,4,4,534,24,"3/04","1994","O","Local","3",12572270
100,"WEYMOUTH","RD","",8,4,4,803,26,"3/04","1995","O","Local","3",12576532
100,"WHEATON","RD","",8,4,4,489,28,"2/04","1997","F","Local","3",12580506
100,"WHITE","ST","",6,4,2,792,30,"3/04","1989","F","Local","6",12573273
100,"WHITTIER","AVE","",7,4,4,612,27,"3/03","1996","F","Local","6",12573397
100,"WHITWELL","DR","",8,5,4,422,34,"2/04","2001","F","Local","6",12580130
100,"WILBUR","AVE","N",6,3,3,528,21,"3/03","","","Local","3",12573407
100,"WILBUR","AVE","S",8,4,4,176,41,"3/03","","F","CO","6",12573408
100,"WILBUR","AVE","S",8,4,4,176,41,"3/03","","F","CO","6",12573406
100,"WILKIE","PL","",9,5,5,315,23,"2/04","2001","O","Local","3",12580280
100,"WILKINSON","ST","",4,2,3,396,30,"3/04","","F","Local","6",12573774
100,"WILL","AVE","",8,4,5,211,27,"3/04","","O","Local","3",12572985
100,"WILLIAMS","ST","",5,2,3,370,NA,"3/04","","O","Local","3",12572870
100,"WILLIAMS","ST","",5,2,3,370,NA,"3/04","","O","Local","3",12572880
100,"WILLIS","AVE","",4,2,3,515,25,"3/04","","O","Local","3",12572725
100,"WILLISTON","AVE","",4,2,2,264,28,"2/04","","F","Local","6",12580267
100,"WILLISTON","AVE","",4,2,2,264,28,"2/04","","F","Local","6",12580219
100,"WILLOW","ST","E",10,5,5,265,40,"11/03","2003","F","Local","6",12577850
100,"WILLUMAE","DR","",8,4,5,325,41,"2/04","1998","O","Local","3",13012484
100,"WILLUMAE","DR","",8,4,5,325,41,"2/04","1998","O","Local","3",13012485
100,"WILLUMAE","DR","",8,4,5,325,41,"2/04","1998","O","Local","3",12580561
100,"WILLUMAE","DR","",8,4,5,325,41,"2/04","1998","O","Local","3",12580562
100,"WILLUMAE","DR","",7,3,4,268,41,"2/04","1998","O","Local","3",13012484
100,"WILLUMAE","DR","",7,3,4,268,41,"2/04","1998","O","Local","3",13012485
100,"WILLUMAE","DR","",7,3,4,268,41,"2/04","1998","O","Local","3",12580561
100,"WILLUMAE","DR","",7,3,4,268,41,"2/04","1998","O","Local","3",12580562
100,"WILMORE","PL","",5,2,4,370,NA,"3/03","1989","O","Local","3",12580687
100,"WILMORE","PL","",5,2,4,370,NA,"3/03","1989","O","Local","3",13018704
100,"WILSON","PL","",8,4,5,292,31,"12/02","2000","O","Local","3",12579564
100,"WILSON","ST","",10,5,5,350,27,"12/04","2004","F","Local","6",12580411
100,"WIMAN","AVE","",9,5,5,1143,27,"3/04","2002","F","Local","6",12571997
100,"WINDSOR","PL","",4,2,3,581,27,"1/04","1990","F","Local","6",12577536
100,"WINKWORTH","PKWY","",8,4,5,898,23,"3/04","1994","O","Local","3",12572281
100,"WINTHROP","RD","",6,3,3,735,21,"3/04","1993","O","Local","3",12581179
100,"WOLCOTT","AVE","",8,4,5,714,27,"11/03","1991","F","Local","6",12572911
100,"WOLCOTT","TER","",6,3,4,792,NA,"3/04","","F","Local","3",12572888
100,"WOLF","ST","",4,1,3,460,42,"3/04","1989","F","Local","6",12575199
100,"WOOD","AVE","",8,5,4,1109,25,"3/04","2001","F","Local","6",12577233
100,"WOODBINE","AVE","",5,2,3,858,27,"3/04","1989","OF","Local","3",12581066
100,"WOODLAND","AVE","",6,4,2,739,24,"2/03","1993","F","Local","6",12577265
100,"WOODLAWN","TER","",9,5,5,772,26,"2/04","2001","O","Local","3",12580488
100,"WOODRUFF","AVE","",5,3,3,342,27,"3/03","","F","Local","6",12580262
100,"WOODSIDE","DR","",8,4,4,1200,31,"1/04","2001","O","Local","3",12578644
100,"WORDEN","AVE","",8,4,3,686,27,"11/02","2002","F","Local","6",12580293
100,"WYOMING","ST","",6,3,3,325,25,"3/04","2003","F","Local","6",12573638
1000,"ACKERMAN","AVE","",6,3,4,675,27,"1/04","1992","F","Local","6",12577537
1000,"ADAMS","ST","E",7,3,4,616,30,"1/04","1998","F","MA","6",12578100
1000,"BALLANTYNE","RD","",8,4,4,240,30,"3/04","1991","O","Local","3",12571942
1000,"BELDEN","AVE","W",4,2,2,750,34,"3/04","","F","Local","6",12573564
1000,"BELLEVUE","AVE","",8,4,3,909,30,"12/02","2002","F","CO","6",12573063
1000,"BELLEVUE","AVE","",8,4,3,909,30,"12/02","2002","F","CO","6",12573067
1000,"BELLEVUE","AVE","",8,4,3,909,30,"12/02","2002","F","CO","6",12573066
1000,"BROAD","ST","",4,2,3,185,36,"3/04","1988","F","CO","6",12578405
1000,"BURNET","AVE","",8,4,5,264,34,"1/03","2002","F","MA","6",12578333
1000,"BUTTERNUT","ST","",10,5,5,147,40,"11/03","2003","F","MA","6",12580111
1000,"BUTTERNUT","ST","",10,5,5,147,40,"11/03","2003","F","MA","6",13012404
1000,"CALEB","AVE","",10,5,5,360,27,"11/02","2002","O","Local","3",12581125
1000,"CALEB","AVE","",10,5,5,360,27,"11/02","2002","O","Local","3",13012211
1000,"CANAL","ST","",8,3,4,354,31,"12/02","2002","F","Local","6",13001970
1000,"CANNON","ST","",10,5,5,410,24,"11/02","2002","F","Local","6",12576740
1000,"CARBON","ST","",5,3,2,465,27,"2/04","","F","Local","6",12575303
1000,"CLINTON","ST","S",6,3,3,917,30,"3/04","","F","MA","6",12577365
